seqID	BLAST_segment	HMMER_segment	GenBank_segment
KC571478	3	9	NULL
KC571487	3	-	NULL
KC571490	4	-	NULL
KC579660	7	7	7
KC618422	6	6	NULL
KC618425	6	6	NULL
KC660000	9	9	NULL
KC660001	9	9	NULL
KC677700	8	9	NULL
KC677703	4	4	NULL
KC678693	9	9	NULL
KC678697	1	-	NULL
KC678698	3	-	NULL
KC686910	5	-	5
KC686912	5	-	5
KC686923	8	8	8
KC686925	7	8	8
KC686926	8	8	8
KC686935	8	8	8
KC686944	7	7	7
KC686950	7	7	7
KC686956	2	10	10
KC686965	10	10	10
KC686967	11	11	11
KC686968	11	11	11
KC686973	2	11	11
KC686974	10	11	11
KC686975	11	11	11
KC686980	10	11	11
KC686995	1	1	1
KC686997	2	2	2
KC686998	2	2	2
KC687002	2	2	2
KC687010	1	2	2
KC687013	7	3	3
KC687024	2	3	3
KC687032	4	4	4
KC687037	4	4	4
KC687039	2	4	4
KC687045	6	6	6
KC687046	11	6	6
KC687049	6	6	6
KC687051	6	6	6
KC687055	6	6	6
KC687057	4	9	9
KC687058	6	9	9
KC687059	4	9	9
KC687065	9	9	9
KC687067	9	9	9
KC687069	6	9	9
KC689356	6	6	NULL
KC689359	10	10	NULL
KC689360	10	10	NULL
KC689817	9	9	NULL
KC689821	4	9	NULL
KC689826	9	9	NULL
KC713880	4	4	NULL
KC713882	2	4	NULL
KC713884	3	4	NULL
KC713899	5	6	NULL
KC741482	9	9	NULL
KC741487	10	9	NULL
KC741490	6	9	NULL
KC741493	9	9	NULL
KC741494	10	9	NULL
KC741495	9	9	NULL
KC741496	3	9	NULL
KC762219	11	9	NULL
KC762220	9	9	NULL
KC822323	10	10	NULL
KC822325	9	10	NULL
KC822326	5	10	NULL
KC822330	4	10	NULL
KC822331	8	10	NULL
KC822334	3	10	NULL
KC822340	1	10	NULL
KC822341	6	10	NULL
KC822345	10	10	NULL
KC822349	3	10	NULL
KC822350	10	10	NULL
KC822351	3	10	NULL
KC822354	2	10	NULL
KC822933	1	8	NULL
KC822942	2	8	NULL
KC833025	3	10	10
KC833031	2	10	10
KC833032	11	10	10
KC833033	2	10	10
KC834638	8	9	NULL
KC834639	9	9	NULL
KC834640	3	9	NULL
KC834650	7	-	NULL
KC834651	1	-	NULL
KC834653	11	-	NULL
KC834658	7	-	NULL
KC834659	1	-	NULL
KC834676	10	10	NULL
KC834677	10	10	NULL
KC834679	4	10	NULL
KC834681	10	10	NULL
KC834683	1	10	NULL
KC834684	3	10	NULL
KC845540	9	9	NULL
KC845541	9	9	NULL
KC845552	8	10	10
KC846913	3	6	NULL
KC846914	6	6	NULL
KC846918	6	6	NULL
KC846919	5	6	NULL
KC846930	6	6	NULL
KC846932	6	6	NULL
KC846935	5	6	NULL
KC846940	6	6	NULL
KC846941	6	6	NULL
KC846944	7	6	NULL
KC846952	6	6	NULL
KC846954	6	6	NULL
KC846956	6	6	NULL
KC846961	3	6	NULL
KC846963	1	6	NULL
KC846973	10	10	NULL
KC846974	5	10	NULL
KC846977	10	10	NULL
KC846983	10	10	NULL
KC846984	1	10	NULL
KC846996	10	10	NULL
KC847003	10	10	NULL
KC847004	2	10	NULL
KC847007	10	10	NULL
KC847008	6	10	NULL
KC847011	10	10	NULL
KC847014	1	10	NULL
KC847019	10	10	NULL
KC847021	1	10	NULL
KC847029	5	10	NULL
KC847032	1	10	NULL
KC851864	10	10	10
KC855763	10	4	NULL
KC890873	4	4	NULL
KC890876	9	6	NULL
KC890880	1	6	NULL
KC890882	11	10	NULL
KC890883	8	10	NULL
KC895764	2	9	9
KC895767	9	9	9
KC895778	10	9	9
KC895809	9	9	9
KC895816	3	4	NULL
KC895817	1	4	NULL
KC895819	4	4	NULL
KC895828	4	4	NULL
KC895829	4	4	NULL
KC896128	4	-	NULL
KC896130	4	-	NULL
KC896142	2	9	NULL
KC896145	1	9	NULL
KC896154	9	9	NULL
KC951940	9	9	9
KC951944	9	9	9
KC951947	9	9	9
KC951948	8	9	9
KC951956	9	9	9
KC951960	9	9	9
KC951962	8	9	9
KC951966	9	9	9
KC951967	9	9	9
KC951971	4	4	4
KC951978	4	4	4
KC951980	4	-	4
KC951984	4	4	4
KC951992	4	4	4
KF006860	9	9	NULL
KF006863	4	9	NULL
KF006876	11	9	NULL
KF006880	11	9	NULL
KF006886	1	9	NULL
KF006888	2	9	NULL
KF006890	3	9	NULL
KF006897	2	9	NULL
KF006899	11	9	NULL
KF006901	2	9	NULL
KF006902	7	9	NULL
KF006908	10	9	NULL
KF006921	2	-	NULL
KF006928	2	9	NULL
KF006929	7	9	NULL
KF006930	7	9	NULL
KF006932	10	9	NULL
KF018769	8	9	NULL
KF018770	10	9	NULL
KF018771	9	9	NULL
KF018773	9	9	NULL
KF018777	9	9	NULL
KF018783	4	9	NULL
KF018785	8	9	NULL
KF018790	8	9	NULL
KF018792	9	9	NULL
KF018800	2	4	NULL
KF018802	4	4	NULL
KF018811	4	4	NULL
KF018812	5	4	4
KF021620	1	6	NULL
KF036121	3	4	NULL
KF036124	4	4	NULL
KF036129	3	4	NULL
KF036134	3	6	NULL
KF036135	3	6	NULL
KF036141	7	6	NULL
KF036142	6	6	NULL
KF036143	6	6	NULL
KF036149	9	6	NULL
KF036152	7	6	NULL
KF036153	6	6	NULL
KF036162	8	6	6
KF036168	6	6	NULL
KF036170	6	6	NULL
KF036173	9	6	NULL
KF036283	8	5	NULL
KF036286	7	5	NULL
KF112996	9	9	NULL
KF113000	9	9	NULL
KF113008	7	9	NULL
KF113010	9	9	NULL
KF113012	9	9	NULL
KF113014	9	9	NULL
KF113016	9	9	NULL
KF113020	8	9	NULL
KF113022	5	9	NULL
KF113023	9	9	NULL
KF113027	9	9	NULL
KF113028	4	9	NULL
KF113031	4	9	NULL
KF113034	9	9	NULL
KF113044	9	9	NULL
KF113047	9	9	NULL
KF179274	3	9	NULL
KF179275	2	9	NULL
KF179281	4	9	NULL
KF179290	9	9	NULL
KF179293	9	9	NULL
KF202501	9	9	NULL
KF202510	4	4	NULL
KF202514	4	-	NULL
KF202516	4	-	NULL
KF202518	4	4	NULL
KF219615	6	6	NULL
KF356333	3	-	NULL
KF356334	6	-	NULL
KF356337	4	-	NULL
KF356340	4	-	NULL
KF356341	11	-	NULL
KF356342	5	-	NULL
KF356350	9	9	NULL
KF356354	8	9	NULL
KF360200	5	5	5
KF360202	4	-	5
KF360203	5	-	5
KF360206	5	4	4
KF360208	4	4	4
KF360212	6	6	6
KF360217	9	9	9
KF360219	6	9	9
KF360220	9	9	9
KF383317	4	10	NULL
KF383319	10	10	NULL
KF383322	10	-	NULL
KF414532	4	9	NULL
KF414533	9	9	NULL
KF414536	4	9	NULL
KF414539	9	9	NULL
KF414545	6	9	NULL
KF414547	9	9	NULL
KF414551	9	9	NULL
KF414569	9	9	NULL
KF414572	4	-	NULL
KF414575	8	-	NULL
KF414585	9	9	NULL
KF414589	9	9	NULL
KF414598	8	9	NULL
KF414600	9	9	NULL
KF414602	5	9	NULL
KF414608	2	9	NULL
KF500228	11	11	NULL
KF500583	3	4	NULL
KF500589	10	10	NULL
KF500590	5	10	NULL
KF500591	10	10	NULL
KF537255	2	9	NULL
KF537260	4	4	NULL
KF598835	2	-	NULL
KF598842	5	4	NULL
KF614071	4	4	NULL
KF614073	4	-	NULL
KF614630	8	4	4
KF614634	4	4	4
KF614639	4	4	4
KF614642	4	4	4
KF614650	4	4	4
KF614657	8	9	9
KF614658	9	9	9
KF614660	9	9	9
KF614665	8	9	9
KF614672	9	9	9
KF614675	9	9	9
KF648930	8	-	NULL
KF648936	7	9	NULL
KF648937	9	9	NULL
KF648940	5	9	NULL
KF648947	7	9	NULL
KF648950	9	9	NULL
KF648953	1	3	NULL
KF648955	4	3	NULL
KF648964	3	4	NULL
KF648968	3	4	NULL
KF648972	4	4	NULL
KF648979	5	-	NULL
KF648981	8	4	NULL
KF648986	9	4	NULL
KF650075	1	9	NULL
KF650076	5	9	NULL
KF650078	9	9	NULL
KF650080	9	9	NULL
KF650083	8	9	NULL
KF650089	4	4	NULL
KF650091	10	4	NULL
KF650094	4	4	NULL
KF661410	4	4	NULL
KF661414	8	4	NULL
KF661427	4	4	NULL
KF661436	6	6	NULL
KF661441	3	6	NULL
KF661442	5	6	NULL
KF661447	11	6	NULL
KF661451	2	6	NULL
KF680454	4	3	NULL
KF680461	3	6	NULL
KF689789	10	10	NULL
KF689793	6	6	NULL
KF689795	9	9	NULL
KF697085	10	10	NULL
KF716314	9	9	NULL
KF716316	2	9	NULL
KF716322	9	9	NULL
KF716326	4	4	NULL
KF716330	4	4	NULL
KF716335	4	4	NULL
KF716338	6	6	NULL
KF716341	5	6	NULL
KF716346	6	6	NULL
KF716349	1	1	NULL
KF716353	1	1	NULL
KF716358	1	1	NULL
KF716359	1	1	NULL
KF716362	2	2	NULL
KF716365	2	2	NULL
KF716366	9	2	NULL
KF716370	2	2	NULL
KF716374	3	3	NULL
KF716378	4	3	NULL
KF716382	3	3	NULL
KF716385	11	5	NULL
KF716386	5	5	NULL
KF716390	2	-	NULL
KF716393	4	-	NULL
KF716403	2	8	NULL
KF716407	8	8	NULL
KF716411	7	7	NULL
KF716415	4	7	NULL
KF716418	7	7	NULL
KF716424	10	10	NULL
KF716426	2	10	NULL
KF716431	3	10	NULL
KF716433	11	11	NULL
KF716434	11	11	NULL
KF716438	5	11	NULL
KF716443	10	11	NULL
KF716446	7	9	NULL
KF716453	9	9	NULL
KF716457	1	9	NULL
KF723297	5	7	7
KF723301	7	7	7
KF724031	3	-	NULL
KF724036	8	9	NULL
KF724037	1	9	NULL
KF724043	5	9	NULL
KF724050	9	9	NULL
KF727635	4	-	NULL
KF727637	7	-	NULL
KF727648	4	-	NULL
KF727656	4	-	NULL
KF727661	8	-	NULL
KF727665	4	-	NULL
KF727667	4	-	NULL
KF727675	7	-	NULL
KF727676	4	-	NULL
KF727679	4	-	NULL
KF727681	4	-	NULL
KF727682	9	-	NULL
KF729637	1	1	1
KF729639	2	2	2
KF729646	3	3	3
KF729651	4	4	4
KF729654	5	5	5
KF729656	5	5	5
KF729659	9	9	7
KF729667	8	8	8
KF729669	7	7	9
KF729673	7	7	9
KF729674	7	7	9
KF729675	6	7	9
KF729684	11	11	11
KF729685	11	11	11
KF732669	2	6	6
KF732678	6	6	6
KF732680	6	6	6
KF757279	2	6	NULL
KF757283	6	6	NULL
KF812574	9	9	9
KF812577	8	9	9
KF812582	9	9	9
KF812583	5	9	9
KF812584	3	9	9
KF812590	9	9	9
KF812592	8	9	9
KF812598	9	9	9
KF812602	8	9	9
KF812604	9	9	9
KF812606	8	9	9
KF812607	2	9	9
KF812611	9	9	9
KF812614	9	9	9
KF812616	6	-	4
KF812621	4	-	4
KF812624	4	-	4
KF812625	4	-	4
KF812629	1	-	4
KF812630	8	-	4
KF812631	3	-	4
KF812633	1	-	4
KF812635	6	-	4
KF812637	8	-	4
KF812639	4	-	4
KF812640	6	-	4
KF812641	4	-	4
KF812648	6	-	4
KF812652	2	-	4
KF812653	4	-	4
KF812655	4	-	4
KF812657	7	-	4
KF812659	4	-	4
KF812662	4	-	4
KF812664	6	6	6
KF812666	6	6	6
KF812667	6	6	6
KF812672	6	6	6
KF812676	5	6	6
KF812681	6	6	6
KF812683	6	6	6
KF812688	6	6	6
KF812690	6	6	6
KF812694	11	6	6
KF812699	6	6	6
KF812703	7	6	6
KF812704	6	6	6
KF812709	6	6	6
KF812710	4	6	6
KF812714	6	6	6
KF812726	1	1	1
KF812729	3	2	2
KF812734	2	2	2
KF812737	2	2	2
KF812747	3	3	3
KF812751	3	3	3
KF812753	3	3	3
KF812768	4	8	8
KF812770	8	8	8
KF812772	8	8	8
KF812779	8	8	8
KF812781	7	7	7
KF812792	7	7	7
KF812794	4	10	10
KF812796	10	10	10
KF812809	4	10	10
KF812817	10	10	10
KF812820	4	10	10
KF812823	1	10	10
KF812835	2	10	10
KF812841	10	10	10
KF812843	1	10	10
KF812844	1	10	10
KF812847	2	11	11
KF812848	11	11	11
KF812851	2	11	11
KF812852	4	11	11
KF812857	11	11	11
KF835924	3	6	NULL
KF835970	10	11	NULL
KF835971	5	11	NULL
KF853550	5	6	6
KF853551	6	6	6
KF853552	2	6	6
KF853553	2	6	6
KF853555	5	6	6
KF854669	2	9	NULL
KF854671	2	9	NULL
KF854678	9	9	NULL
KF854680	3	9	NULL
KF854681	6	9	NULL
KF854682	3	9	NULL
KF854683	9	9	NULL
KF882526	6	6	NULL
KF882533	4	6	NULL
KF882550	6	6	NULL
KF882554	8	6	NULL
KF882569	6	6	NULL
KF882578	4	6	NULL
KF907102	1	-	NULL
KF907105	4	9	NULL
KF907110	2	9	NULL
KF907121	9	9	NULL
KF907259	8	8	NULL
KF907263	3	7	NULL
KF907269	10	10	NULL
KF907271	5	11	NULL
KF907292	3	4	NULL
KF907296	6	6	NULL
KF907301	8	9	NULL
KF920555	9	9	NULL
KF920561	9	9	NULL
KF920575	9	9	NULL
KF920576	9	9	NULL
KF920578	4	-	NULL
KF920579	4	-	NULL
KF920587	4	-	NULL
KF920588	6	-	NULL
KF920593	3	-	NULL
KF920595	4	-	NULL
KF951375	6	6	NULL
KF951377	6	6	NULL
KF951378	6	6	NULL
KF951383	6	6	NULL
KF951387	6	6	NULL
KF951388	7	6	NULL
KF951391	6	6	NULL
KF961207	4	4	4
KF961208	4	4	4
KF976815	4	-	NULL
KF976817	3	-	NULL
KF976821	1	-	NULL
KF976822	9	-	NULL
KF976825	4	-	NULL
KF976829	3	-	NULL
KF976839	3	9	NULL
KF976842	9	9	NULL
KF976846	1	9	NULL
KF976847	9	9	NULL
KF976854	3	9	NULL
KF976858	2	9	NULL
KF991084	8	8	NULL
KJ094892	1	-	5
KJ094893	1	-	5
KJ094898	8	8	8
KJ094900	8	8	8
KJ094903	7	7	7
KJ094905	7	7	7
KJ094907	1	10	10
KJ094908	2	10	10
KJ094913	1	11	11
KJ094917	1	1	1
KJ094918	1	1	1
KJ094920	1	1	1
KJ094924	2	2	2
KJ094925	2	2	2
KJ094928	3	3	3
KJ094930	3	3	3
KJ094933	4	4	4
KJ094938	2	6	6
KJ094940	11	6	6
KJ094942	8	9	9
KJ094943	8	9	9
KJ101568	1	9	9
KJ101571	9	9	9
KJ101572	3	9	9
KJ101579	6	6	6
KJ101581	5	6	6
KJ101583	6	6	6
KJ126811	8	8	8
KJ126813	8	8	8
KJ126818	10	10	10
KJ126826	2	6	6
KJ126828	11	6	6
KJ126831	8	9	9
KJ135125	9	9	NULL
KJ135127	4	9	NULL
KJ135132	9	9	NULL
KJ135138	9	9	NULL
KJ135139	9	9	NULL
KJ135142	9	9	NULL
KJ135144	9	9	NULL
KJ135148	7	9	NULL
KJ135151	8	9	NULL
KJ135166	8	9	NULL
KJ135170	4	9	NULL
KJ135180	6	4	NULL
KJ135183	4	4	NULL
KJ135186	2	4	NULL
KJ135192	4	4	NULL
KJ135194	4	4	NULL
KJ135203	1	-	NULL
KJ135205	3	-	NULL
KJ135212	7	-	NULL
KJ135218	8	-	NULL
KJ162418	9	9	NULL
KJ162419	9	9	NULL
KJ173763	9	9	NULL
KJ206621	3	10	NULL
KJ394458	6	6	NULL
KJ394463	7	6	NULL
KJ394464	8	6	NULL
KJ394467	8	6	NULL
KJ394469	8	6	NULL
KJ425163	4	-	NULL
KJ425165	4	-	NULL
KJ425166	1	-	NULL
KJ425168	4	-	NULL
KJ425169	4	-	NULL
KJ425170	4	-	NULL
KJ425173	10	-	NULL
KJ425178	4	-	NULL
KJ425184	9	9	NULL
KJ425192	7	9	NULL
KJ425195	2	9	NULL
KJ425197	10	9	NULL
KJ425198	9	9	NULL
KJ425204	9	9	NULL
KJ425206	9	9	NULL
KJ425208	6	9	NULL
KJ425209	8	9	NULL
KJ425215	1	1	NULL
KJ432641	6	9	9
KJ432648	9	9	9
KJ432649	9	9	9
KJ432652	6	9	9
KJ432655	9	9	9
KJ432656	2	9	9
KJ432668	7	9	9
KJ432669	3	9	9
KJ432680	9	9	9
KJ432681	9	9	9
KJ432689	8	9	9
KJ432690	3	9	9
KJ432696	1	9	9
KJ432697	8	9	9
KJ432700	3	9	9
KJ432708	11	9	9
KJ432716	7	9	9
KJ432728	9	9	9
KJ432734	5	9	9
KJ432735	4	9	9
KJ432742	6	9	9
KJ432745	2	9	9
KJ432748	9	9	9
KJ432759	7	-	4
KJ432760	4	-	4
KJ432762	2	-	4
KJ432763	7	-	4
KJ432768	4	-	4
KJ432782	8	-	4
KJ432783	1	-	4
KJ432784	2	-	4
KJ432789	1	-	4
KJ432790	2	-	4
KJ432791	2	-	4
KJ432793	6	-	4
KJ432802	5	-	4
KJ432804	1	-	4
KJ432805	8	-	4
KJ432815	1	-	4
KJ432816	4	-	4
KJ432821	8	-	4
KJ432824	5	-	4
KJ432827	5	-	4
KJ432828	9	-	4
KJ432830	4	-	4
KJ432831	7	-	4
KJ432832	3	-	4
KJ432834	1	-	4
KJ432836	4	-	4
KJ432838	3	-	4
KJ432841	5	-	4
KJ432843	7	-	4
KJ432844	5	-	4
KJ432849	4	-	4
KJ432853	6	-	4
KJ432854	1	-	4
KJ432855	8	-	4
KJ432861	4	-	4
KJ434169	9	9	NULL
KJ434171	11	9	NULL
KJ454448	6	9	NULL
KJ454454	9	9	NULL
KJ454457	9	9	NULL
KJ454458	2	9	NULL
KJ454461	9	9	NULL
KJ454474	9	9	NULL
KJ454478	4	9	NULL
KJ454479	9	9	NULL
KJ454481	4	9	NULL
KJ454483	1	9	NULL
KJ454487	9	9	NULL
KJ454494	8	9	NULL
KJ454498	9	9	NULL
KJ454502	2	9	NULL
KJ454505	9	9	NULL
KJ454506	1	9	NULL
KJ454509	9	9	NULL
KJ454511	11	9	NULL
KJ454514	1	9	NULL
KJ454516	9	9	NULL
KJ454523	3	4	NULL
KJ454524	4	4	NULL
KJ454533	6	4	NULL
KJ454539	4	4	NULL
KJ454542	2	4	NULL
KJ454544	4	4	NULL
KJ454555	3	4	NULL
KJ454556	4	4	NULL
KJ454572	4	4	NULL
KJ454577	11	4	NULL
KJ454578	1	4	NULL
KJ454585	4	4	NULL
KJ454596	6	6	NULL
KJ454613	1	2	NULL
KJ454616	2	2	NULL
KJ454627	10	-	NULL
KJ454637	8	8	NULL
KJ454643	8	8	NULL
KJ454645	7	7	NULL
KJ454646	7	7	NULL
KJ454663	3	10	NULL
KJ454666	10	11	NULL
KJ454667	10	11	NULL
KJ454668	11	11	NULL
KJ454670	11	11	NULL
KJ454671	11	11	NULL
KJ469883	4	3	NULL
KJ469884	4	3	NULL
KJ469885	3	3	NULL
KJ469887	4	3	NULL
KJ469888	4	3	NULL
KJ472510	9	9	NULL
KJ472513	9	9	NULL
KJ472518	6	9	NULL
KJ472520	9	9	NULL
KJ472522	10	9	NULL
KJ482247	1	5	NULL
KJ482253	11	-	NULL
KJ482255	7	-	NULL
KJ482275	6	8	NULL
KJ482276	3	8	NULL
KJ482288	4	8	NULL
KJ482292	3	8	NULL
KJ482296	8	8	NULL
KJ482310	7	7	NULL
KJ482321	10	7	NULL
KJ482322	1	7	NULL
KJ482331	10	10	NULL
KJ482332	4	10	NULL
KJ482340	10	10	NULL
KJ482351	10	10	NULL
KJ482353	9	11	NULL
KJ482354	4	11	NULL
KJ482355	11	11	NULL
KJ482365	11	11	NULL
KJ482369	1	11	NULL
KJ482371	10	11	NULL
KJ482375	11	11	NULL
KJ482378	11	11	NULL
KJ482391	1	1	NULL
KJ482392	1	1	NULL
KJ482404	1	1	NULL
KJ482418	9	2	NULL
KJ482419	2	2	NULL
KJ482447	5	3	NULL
KJ482460	2	-	NULL
KJ482469	3	4	NULL
KJ482483	3	4	NULL
KJ482490	6	6	NULL
KJ482499	6	6	NULL
KJ482501	2	6	NULL
KJ482522	2	9	NULL
KJ482524	4	9	NULL
KJ560444	9	9	NULL
KJ560445	9	9	NULL
KJ560447	4	9	NULL
KJ560456	9	9	NULL
KJ560457	9	9	NULL
KJ560466	9	9	NULL
KJ560468	9	9	NULL
KJ560483	9	9	NULL
KJ560488	9	9	NULL
KJ560495	9	9	NULL
KJ560499	4	4	NULL
KJ560504	4	4	NULL
KJ560506	4	4	NULL
KJ560510	4	4	NULL
KJ560516	4	4	NULL
KJ560519	4	4	NULL
KJ560535	4	4	NULL
KJ560539	4	4	NULL
KJ560541	4	4	NULL
KJ560547	4	4	NULL
KJ560549	4	4	NULL
KJ560550	4	4	NULL
KJ590137	9	-	NULL
KJ590138	3	-	NULL
KJ590139	9	-	NULL
KJ590141	9	9	NULL
KJ590145	9	9	NULL
KJ590152	5	9	NULL
KJ590154	3	9	NULL
KJ613651	8	8	NULL
KJ628061	6	6	NULL
KJ628068	5	6	NULL
KJ628072	6	6	NULL
KJ628077	6	6	NULL
KJ628084	6	6	NULL
KJ628085	6	6	NULL
KJ638478	6	11	11
KJ638480	11	11	11
KJ638482	5	11	11
KJ638608	4	9	NULL
KJ638611	11	9	NULL
KJ638614	9	9	NULL
KJ638619	9	9	NULL
KJ638621	9	9	NULL
KJ638622	9	9	NULL
KJ638623	3	9	NULL
KJ638624	9	9	NULL
KJ638629	6	9	NULL
KJ638630	3	9	NULL
KJ638634	8	9	NULL
KJ638635	3	9	NULL
KJ638637	8	9	NULL
KJ638640	9	9	NULL
KJ638643	9	9	NULL
KJ638647	9	9	NULL
KJ638652	8	9	NULL
KJ638653	9	9	NULL
KJ701376	2	4	NULL
KJ701378	4	4	NULL
KJ701381	6	4	NULL
KJ701390	1	9	NULL
KJ701393	1	9	NULL
KJ701401	8	9	NULL
KJ701402	8	9	NULL
KJ701404	2	9	NULL
KJ721703	8	6	NULL
KJ721708	3	3	NULL
KJ721715	3	3	NULL
KJ721729	11	11	NULL
KJ721734	11	11	NULL
KJ721735	11	11	NULL
KJ721736	11	11	NULL
KJ721738	11	11	NULL
KJ721743	3	10	NULL
KJ721744	3	10	NULL
KJ721746	10	10	NULL
KJ721757	7	7	NULL
KJ721758	7	7	NULL
KJ721769	11	8	NULL
KJ721771	8	8	NULL
KJ752439	7	7	7
KJ794105	9	9	NULL
KJ804256	4	4	NULL
KJ814492	3	8	NULL
KJ814496	6	8	NULL
KJ814508	8	8	NULL
KJ855220	2	10	NULL
KJ855221	10	10	NULL
KJ870697	4	4	4
KJ870701	2	4	4
KJ870702	3	4	4
KJ870704	6	4	4
KJ870717	4	4	4
KJ870718	4	4	4
KJ870725	6	4	4
KJ870727	4	-	4
KJ870733	5	4	4
KJ870743	4	4	4
KJ870746	1	4	4
KJ870747	2	4	4
KJ870750	4	-	4
KJ870755	4	4	4
KJ870763	3	4	4
KJ870769	4	4	4
KJ870781	6	4	4
KJ870787	9	9	9
KJ870798	8	9	9
KJ870799	6	9	9
KJ870805	2	9	9
KJ870809	4	9	9
KJ870810	8	9	9
KJ870818	9	9	9
KJ870822	9	9	9
KJ870835	2	9	9
KJ870848	7	9	9
KJ870855	7	9	9
KJ870857	6	9	9
KJ870875	5	9	9
KJ873132	1	9	NULL
KJ918767	3	-	NULL
KJ918769	5	-	NULL
KJ918774	3	-	NULL
KJ918785	5	-	NULL
KJ918803	5	-	NULL
KJ918811	5	-	NULL
KJ918828	3	-	NULL
KJ918834	7	5	NULL
KJ918835	7	5	NULL
KJ918844	5	-	NULL
KJ918848	7	-	NULL
KJ918852	5	-	NULL
KJ918867	1	-	NULL
KJ918868	5	-	NULL
KJ918877	8	8	NULL
KJ918880	9	8	NULL
KJ918885	8	8	NULL
KJ918890	8	8	NULL
KJ918899	9	8	NULL
KJ918902	9	8	NULL
KJ918904	8	8	NULL
KJ918909	8	8	NULL
KJ918912	8	8	NULL
KJ918917	9	8	NULL
KJ918919	8	8	NULL
KJ918921	8	8	NULL
KJ918928	8	8	NULL
KJ918929	9	8	NULL
KJ918933	8	8	NULL
KJ918939	9	8	NULL
KJ918943	9	8	NULL
KJ918946	9	8	NULL
KJ918959	9	8	NULL
KJ918961	9	8	NULL
KJ918963	8	8	NULL
KJ918965	9	8	NULL
KJ918973	8	8	NULL
KJ918986	7	7	NULL
KJ918990	7	7	NULL
KJ919009	7	7	NULL
KJ919011	7	7	NULL
KJ919019	6	7	NULL
KJ919020	7	7	NULL
KJ919022	7	7	NULL
KJ919034	7	7	NULL
KJ919050	7	7	NULL
KJ919051	7	7	NULL
KJ919052	7	7	NULL
KJ919071	7	7	NULL
KJ919072	7	7	NULL
KJ919074	7	7	NULL
KJ919106	6	10	NULL
KJ919107	11	10	NULL
KJ919108	10	10	NULL
KJ919109	10	10	NULL
KJ919128	1	10	NULL
KJ919129	11	10	NULL
KJ919133	2	10	NULL
KJ919144	2	10	NULL
KJ919147	10	10	NULL
KJ919163	1	10	NULL
KJ919170	8	10	NULL
KJ919173	2	10	NULL
KJ919182	10	10	NULL
KJ919183	10	10	NULL
KJ919192	11	11	NULL
KJ919199	3	11	NULL
KJ919209	10	11	NULL
KJ919233	11	11	NULL
KJ919234	9	11	NULL
KJ919238	1	11	NULL
KJ919239	10	11	NULL
KJ919240	11	11	NULL
KJ919249	11	11	NULL
KJ919261	10	11	NULL
KJ919269	11	11	NULL
KJ919271	10	11	NULL
KJ919281	11	11	NULL
KJ919285	3	11	NULL
KJ919288	10	11	NULL
KJ919295	4	1	NULL
KJ919297	1	1	NULL
KJ919305	1	1	NULL
KJ919309	4	1	NULL
KJ919311	1	1	NULL
KJ919315	1	1	NULL
KJ919321	4	1	NULL
KJ919323	1	1	NULL
KJ919326	1	1	NULL
KJ919333	1	1	NULL
KJ919334	1	1	NULL
KJ919350	1	1	NULL
KJ919354	1	1	NULL
KJ919361	1	1	NULL
KJ919365	1	1	NULL
KJ919366	1	1	NULL
KJ919373	1	1	NULL
KJ919381	3	1	NULL
KJ919397	1	2	NULL
KJ919405	3	2	NULL
KJ919413	2	2	NULL
KJ919417	3	2	NULL
KJ919427	2	2	NULL
KJ919429	1	2	NULL
KJ919442	2	2	NULL
KJ919454	3	2	NULL
KJ919457	1	2	NULL
KJ919463	3	2	NULL
KJ919473	2	2	NULL
KJ919498	3	2	NULL
KJ919502	4	3	NULL
KJ919506	4	3	NULL
KJ919509	4	3	NULL
KJ919522	4	3	NULL
KJ919526	3	3	NULL
KJ919529	3	3	NULL
KJ919533	4	3	NULL
KJ919534	4	3	NULL
KJ919547	3	3	NULL
KJ919562	4	3	NULL
KJ919565	4	3	NULL
KJ919570	4	3	NULL
KJ919577	3	3	NULL
KJ919578	3	3	NULL
KJ919586	3	3	NULL
KJ919593	4	3	NULL
KJ919602	4	3	NULL
KJ919606	4	4	NULL
KJ919607	6	4	NULL
KJ919611	4	4	NULL
KJ919627	4	4	NULL
KJ919635	6	4	NULL
KJ919641	4	4	NULL
KJ919666	6	4	NULL
KJ919667	3	4	NULL
KJ919672	1	4	NULL
KJ919676	1	4	NULL
KJ919681	1	4	NULL
KJ919682	7	4	NULL
KJ919685	4	4	NULL
KJ919686	7	4	NULL
KJ919695	4	4	NULL
KJ919707	4	4	NULL
KJ919712	6	6	NULL
KJ919713	1	6	NULL
KJ919718	6	6	NULL
KJ919721	6	6	NULL
KJ919732	6	6	NULL
KJ919736	6	6	NULL
KJ919740	5	6	NULL
KJ919747	6	6	NULL
KJ919755	6	6	NULL
KJ919756	6	6	NULL
KJ919757	6	6	NULL
KJ919763	7	6	NULL
KJ919773	4	6	NULL
KJ919779	6	6	NULL
KJ919787	6	6	NULL
KJ919790	6	6	NULL
KJ919791	6	6	NULL
KJ919792	6	6	NULL
KJ919811	5	6	NULL
KJ919814	11	6	NULL
KJ919819	8	9	NULL
KJ919829	3	9	NULL
KJ919830	9	9	NULL
KJ919831	9	9	NULL
KJ919843	2	9	NULL
KJ919845	9	9	NULL
KJ919847	9	9	NULL
KJ919853	9	9	NULL
